Year ended June,Region,Region Code,Measure,Value,Value Unit,Value Label,Null Reason
2012,Otago,Otago Region,Discharge by hydrogeneration,22505,number,Millions of cubic metres per year,
2012,Southland,Southland Region,Discharge by hydrogeneration,9439,number,Millions of cubic metres per year,
2012,Tasman,Tasman Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2012,Nelson,Nelson Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2012,Marlborough,Marlborough Region,Discharge by hydrogeneration,355,number,Millions of cubic metres per year,
2013,Northland,Northland Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2013,Auckland,Auckland Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2013,Waikato,Waikato Region,Discharge by hydrogeneration,51295,number,Millions of cubic metres per year,
2013,Bay of Plenty,Bay of Plenty Region,Discharge by hydrogeneration,1014,number,Millions of cubic metres per year,
2013,Gisborne,Gisborne Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2013,Hawke's Bay,Hawke's Bay Region,Discharge by hydrogeneration,942,number,Millions of cubic metres per year,
2013,Taranaki,Taranaki Region,Discharge by hydrogeneration,205,number,Millions of cubic metres per year,
2013,Manawatū-Whanganui,Manawatu-Wanganui Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2013,Wellington,Wellington Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2013,West Coast,West Coast Region,Discharge by hydrogeneration,511,number,Millions of cubic metres per year,
2013,Canterbury,Canterbury Region,Discharge by hydrogeneration,58367,number,Millions of cubic metres per year,
2013,Otago,Otago Region,Discharge by hydrogeneration,28319,number,Millions of cubic metres per year,
2013,Southland,Southland Region,Discharge by hydrogeneration,10883,number,Millions of cubic metres per year,
2013,Tasman,Tasman Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2013,Nelson,Nelson Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2013,Marlborough,Marlborough Region,Discharge by hydrogeneration,444,number,Millions of cubic metres per year,
2014,Northland,Northland Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2014,Auckland,Auckland Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2014,Waikato,Waikato Region,Discharge by hydrogeneration,45232,number,Millions of cubic metres per year,
2014,Bay of Plenty,Bay of Plenty Region,Discharge by hydrogeneration,729,number,Millions of cubic metres per year,
2014,Gisborne,Gisborne Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2014,Hawke's Bay,Hawke's Bay Region,Discharge by hydrogeneration,1379,number,Millions of cubic metres per year,
2014,Taranaki,Taranaki Region,Discharge by hydrogeneration,191,number,Millions of cubic metres per year,
2014,Manawatū-Whanganui,Manawatu-Wanganui Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2014,Wellington,Wellington Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2014,West Coast,West Coast Region,Discharge by hydrogeneration,581,number,Millions of cubic metres per year,
2014,Canterbury,Canterbury Region,Discharge by hydrogeneration,63051,number,Millions of cubic metres per year,
2014,Otago,Otago Region,Discharge by hydrogeneration,32594,number,Millions of cubic metres per year,
2014,Southland,Southland Region,Discharge by hydrogeneration,11927,number,Millions of cubic metres per year,
2014,Tasman,Tasman Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2014,Nelson,Nelson Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2014,Marlborough,Marlborough Region,Discharge by hydrogeneration,385,number,Millions of cubic metres per year,
2015,Northland,Northland Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2015,Auckland,Auckland Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2015,Waikato,Waikato Region,Discharge by hydrogeneration,43010,number,Millions of cubic metres per year,
2015,Bay of Plenty,Bay of Plenty Region,Discharge by hydrogeneration,1101,number,Millions of cubic metres per year,
2015,Gisborne,Gisborne Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2015,Hawke's Bay,Hawke's Bay Region,Discharge by hydrogeneration,1136,number,Millions of cubic metres per year,
2015,Taranaki,Taranaki Region,Discharge by hydrogeneration,175,number,Millions of cubic metres per year,
2015,Manawatū-Whanganui,Manawatu-Wanganui Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2015,Wellington,Wellington Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2015,West Coast,West Coast Region,Discharge by hydrogeneration,526,number,Millions of cubic metres per year,
2015,Canterbury,Canterbury Region,Discharge by hydrogeneration,65015,number,Millions of cubic metres per year,
2015,Otago,Otago Region,Discharge by hydrogeneration,32899,number,Millions of cubic metres per year,
2015,Southland,Southland Region,Discharge by hydrogeneration,11365,number,Millions of cubic metres per year,
2015,Tasman,Tasman Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2015,Nelson,Nelson Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2015,Marlborough,Marlborough Region,Discharge by hydrogeneration,378,number,Millions of cubic metres per year,
2016,Northland,Northland Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2016,Auckland,Auckland Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2016,Waikato,Waikato Region,Discharge by hydrogeneration,49986,number,Millions of cubic metres per year,
2016,Bay of Plenty,Bay of Plenty Region,Discharge by hydrogeneration,2094,number,Millions of cubic metres per year,
2016,Gisborne,Gisborne Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2016,Hawke's Bay,Hawke's Bay Region,Discharge by hydrogeneration,1268,number,Millions of cubic metres per year,
2016,Taranaki,Taranaki Region,Discharge by hydrogeneration,183,number,Millions of cubic metres per year,
2016,Manawatū-Whanganui,Manawatu-Wanganui Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2016,Wellington,Wellington Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2016,West Coast,West Coast Region,Discharge by hydrogeneration,664,number,Millions of cubic metres per year,
2016,Canterbury,Canterbury Region,Discharge by hydrogeneration,59677,number,Millions of cubic metres per year,
2016,Otago,Otago Region,Discharge by hydrogeneration,32495,number,Millions of cubic metres per year,
2016,Southland,Southland Region,Discharge by hydrogeneration,14130,number,Millions of cubic metres per year,
2016,Tasman,Tasman Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2016,Nelson,Nelson Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2016,Marlborough,Marlborough Region,Discharge by hydrogeneration,618,number,Millions of cubic metres per year,
2017,Northland,Northland Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2017,Auckland,Auckland Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2017,Waikato,Waikato Region,Discharge by hydrogeneration,60998,number,Millions of cubic metres per year,
2017,Bay of Plenty,Bay of Plenty Region,Discharge by hydrogeneration,3466,number,Millions of cubic metres per year,
2017,Gisborne,Gisborne Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2017,Hawke's Bay,Hawke's Bay Region,Discharge by hydrogeneration,1782,number,Millions of cubic metres per year,
2017,Taranaki,Taranaki Region,Discharge by hydrogeneration,272,number,Millions of cubic metres per year,
2017,Manawatū-Whanganui,Manawatu-Wanganui Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2017,Wellington,Wellington Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2017,West Coast,West Coast Region,Discharge by hydrogeneration,1078,number,Millions of cubic metres per year,
2017,Canterbury,Canterbury Region,Discharge by hydrogeneration,65713,number,Millions of cubic metres per year,
2017,Otago,Otago Region,Discharge by hydrogeneration,28121,number,Millions of cubic metres per year,
2017,Southland,Southland Region,Discharge by hydrogeneration,11447,number,Millions of cubic metres per year,
2017,Tasman,Tasman Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2017,Nelson,Nelson Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2017,Marlborough,Marlborough Region,Discharge by hydrogeneration,699,number,Millions of cubic metres per year,
2018,Northland,Northland Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2018,Auckland,Auckland Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2018,Waikato,Waikato Region,Discharge by hydrogeneration,62427,number,Millions of cubic metres per year,
2018,Bay of Plenty,Bay of Plenty Region,Discharge by hydrogeneration,3863,number,Millions of cubic metres per year,
2018,Gisborne,Gisborne Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2018,Hawke's Bay,Hawke's Bay Region,Discharge by hydrogeneration,1796,number,Millions of cubic metres per year,
2018,Taranaki,Taranaki Region,Discharge by hydrogeneration,183,number,Millions of cubic metres per year,
2018,Manawatū-Whanganui,Manawatu-Wanganui Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2018,Wellington,Wellington Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2018,West Coast,West Coast Region,Discharge by hydrogeneration,1273,number,Millions of cubic metres per year,
2018,Canterbury,Canterbury Region,Discharge by hydrogeneration,58075,number,Millions of cubic metres per year,
2018,Otago,Otago Region,Discharge by hydrogeneration,27450,number,Millions of cubic metres per year,
2018,Southland,Southland Region,Discharge by hydrogeneration,11739,number,Millions of cubic metres per year,
2018,Tasman,Tasman Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2018,Nelson,Nelson Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2018,Marlborough,Marlborough Region,Discharge by hydrogeneration,781,number,Millions of cubic metres per year,
2019,Northland,Northland Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2019,Auckland,Auckland Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2019,Waikato,Waikato Region,Discharge by hydrogeneration,50439,number,Millions of cubic metres per year,
2019,Bay of Plenty,Bay of Plenty Region,Discharge by hydrogeneration,2901,number,Millions of cubic metres per year,
2019,Gisborne,Gisborne Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2019,Hawke's Bay,Hawke's Bay Region,Discharge by hydrogeneration,1592,number,Millions of cubic metres per year,
2019,Taranaki,Taranaki Region,Discharge by hydrogeneration,99,number,Millions of cubic metres per year,
2019,Manawatū-Whanganui,Manawatu-Wanganui Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2019,Wellington,Wellington Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2019,West Coast,West Coast Region,Discharge by hydrogeneration,1214,number,Millions of cubic metres per year,
2019,Canterbury,Canterbury Region,Discharge by hydrogeneration,64812,number,Millions of cubic metres per year,
2019,Otago,Otago Region,Discharge by hydrogeneration,33659,number,Millions of cubic metres per year,
2019,Southland,Southland Region,Discharge by hydrogeneration,12351,number,Millions of cubic metres per year,
2019,Tasman,Tasman Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2019,Nelson,Nelson Region,Discharge by hydrogeneration,0,number,Millions of cubic metres per year,
2019,Marlborough,Marlborough Region,Discharge by hydrogeneration,621,number,Millions of cubic metres per year,
1995,New Zealand,Total New Zealand,Discharge by hydrogeneration,185303,number,Millions of cubic metres per year,
1996,New Zealand,Total New Zealand,Discharge by hydrogeneration,188719,number,Millions of cubic metres per year,
1997,New Zealand,Total New Zealand,Discharge by hydrogeneration,163820,number,Millions of cubic metres per year,
1998,New Zealand,Total New Zealand,Discharge by hydrogeneration,164154,number,Millions of cubic metres per year,
1999,New Zealand,Total New Zealand,Discharge by hydrogeneration,165796,number,Millions of cubic metres per year,
2000,New Zealand,Total New Zealand,Discharge by hydrogeneration,152590,number,Millions of cubic metres per year,
2001,New Zealand,Total New Zealand,Discharge by hydrogeneration,161492,number,Millions of cubic metres per year,
2002,New Zealand,Total New Zealand,Discharge by hydrogeneration,140250,number,Millions of cubic metres per year,
2003,New Zealand,Total New Zealand,Discharge by hydrogeneration,158576,number,Millions of cubic metres per year,
2004,New Zealand,Total New Zealand,Discharge by hydrogeneration,165666,number,Millions of cubic metres per year,
2005,New Zealand,Total New Zealand,Discharge by hydrogeneration,167984,number,Millions of cubic metres per year,
2006,New Zealand,Total New Zealand,Discharge by hydrogeneration,144048,number,Millions of cubic metres per year,
2007,New Zealand,Total New Zealand,Discharge by hydrogeneration,154811,number,Millions of cubic metres per year,
2008,New Zealand,Total New Zealand,Discharge by hydrogeneration,144637,number,Millions of cubic metres per year,
2009,New Zealand,Total New Zealand,Discharge by hydrogeneration,155869,number,Millions of cubic metres per year,
2010,New Zealand,Total New Zealand,Discharge by hydrogeneration,157529,number,Millions of cubic metres per year,
2011,New Zealand,Total New Zealand,Discharge by hydrogeneration,167317,number,Millions of cubic metres per year,
2012,New Zealand,Total New Zealand,Discharge by hydrogeneration,145113,number,Millions of cubic metres per year,
2013,New Zealand,Total New Zealand,Discharge by hydrogeneration,151979,number,Millions of cubic metres per year,
2014,New Zealand,Total New Zealand,Discharge by hydrogeneration,156070,number,Millions of cubic metres per year,
2015,New Zealand,Total New Zealand,Discharge by hydrogeneration,155604,number,Millions of cubic metres per year,
2016,New Zealand,Total New Zealand,Discharge by hydrogeneration,161115,number,Millions of cubic metres per year,
2017,New Zealand,Total New Zealand,Discharge by hydrogeneration,173577,number,Millions of cubic metres per year,
2018,New Zealand,Total New Zealand,Discharge by hydrogeneration,167588,number,Millions of cubic metres per year,
2019,New Zealand,Total New Zealand,Discharge by hydrogeneration,167689,number,Millions of cubic metres per year,
1995,North Island,Total North Island,Discharge by hydrogeneration,69638,number,Millions of cubic metres per year,
1996,North Island,Total North Island,Discharge by hydrogeneration,72013,number,Millions of cubic metres per year,
1997,North Island,Total North Island,Discharge by hydrogeneration,63881,number,Millions of cubic metres per year,
1998,North Island,Total North Island,Discharge by hydrogeneration,53827,number,Millions of cubic metres per year,
1999,North Island,Total North Island,Discharge by hydrogeneration,64033,number,Millions of cubic metres per year,
2000,North Island,Total North Island,Discharge by hydrogeneration,53100,number,Millions of cubic metres per year,
2001,North Island,Total North Island,Discharge by hydrogeneration,55637,number,Millions of cubic metres per year,
2002,North Island,Total North Island,Discharge by hydrogeneration,46332,number,Millions of cubic metres per year,
2003,North Island,Total North Island,Discharge by hydrogeneration,50729,number,Millions of cubic metres per year,
2004,North Island,Total North Island,Discharge by hydrogeneration,57317,number,Millions of cubic metres per year,
2005,North Island,Total North Island,Discharge by hydrogeneration,59406,number,Millions of cubic metres per year,
2006,North Island,Total North Island,Discharge by hydrogeneration,53854,number,Millions of cubic metres per year,
2007,North Island,Total North Island,Discharge by hydrogeneration,52940,number,Millions of cubic metres per year,
2008,North Island,Total North Island,Discharge by hydrogeneration,48688,number,Millions of cubic metres per year,
2009,North Island,Total North Island,Discharge by hydrogeneration,58377,number,Millions of cubic metres per year,
2010,North Island,Total North Island,Discharge by hydrogeneration,52153,number,Millions of cubic metres per year,
2011,North Island,Total North Island,Discharge by hydrogeneration,59934,number,Millions of cubic metres per year,
2012,North Island,Total North Island,Discharge by hydrogeneration,58188,number,Millions of cubic metres per year,
2013,North Island,Total North Island,Discharge by hydrogeneration,53455,number,Millions of cubic metres per year,
2014,North Island,Total North Island,Discharge by hydrogeneration,47531,number,Millions of cubic metres per year,
2015,North Island,Total North Island,Discharge by hydrogeneration,45422,number,Millions of cubic metres per year,
2016,North Island,Total North Island,Discharge by hydrogeneration,53531,number,Millions of cubic metres per year,
2017,North Island,Total North Island,Discharge by hydrogeneration,66518,number,Millions of cubic metres per year,
2018,North Island,Total North Island,Discharge by hydrogeneration,68270,number,Millions of cubic metres per year,
2019,North Island,Total North Island,Discharge by hydrogeneration,55032,number,Millions of cubic metres per year,
1995,South Island,Total South Island,Discharge by hydrogeneration,115665,number,Millions of cubic metres per year,
1996,South Island,Total South Island,Discharge by hydrogeneration,116706,number,Millions of cubic metres per year,
1997,South Island,Total South Island,Discharge by hydrogeneration,99939,number,Millions of cubic metres per year,
1998,South Island,Total South Island,Discharge by hydrogeneration,110328,number,Millions of cubic metres per year,
1999,South Island,Total South Island,Discharge by hydrogeneration,101763,number,Millions of cubic metres per year,
2000,South Island,Total South Island,Discharge by hydrogeneration,99490,number,Millions of cubic metres per year,
2001,South Island,Total South Island,Discharge by hydrogeneration,105856,number,Millions of cubic metres per year,
2002,South Island,Total South Island,Discharge by hydrogeneration,93919,number,Millions of cubic metres per year,
2003,South Island,Total South Island,Discharge by hydrogeneration,107847,number,Millions of cubic metres per year,
2004,South Island,Total South Island,Discharge by hydrogeneration,108349,number,Millions of cubic metres per year,
2005,South Island,Total South Island,Discharge by hydrogeneration,108578,number,Millions of cubic metres per year,
2006,South Island,Total South Island,Discharge by hydrogeneration,90193,number,Millions of cubic metres per year,
2007,South Island,Total South Island,Discharge by hydrogeneration,101870,number,Millions of cubic metres per year,
2008,South Island,Total South Island,Discharge by hydrogeneration,95949,number,Millions of cubic metres per year,
2009,South Island,Total South Island,Discharge by hydrogeneration,97492,number,Millions of cubic metres per year,
2010,South Island,Total South Island,Discharge by hydrogeneration,105376,number,Millions of cubic metres per year,
2011,South Island,Total South Island,Discharge by hydrogeneration,107383,number,Millions of cubic metres per year,
2012,South Island,Total South Island,Discharge by hydrogeneration,86925,number,Millions of cubic metres per year,
2013,South Island,Total South Island,Discharge by hydrogeneration,98524,number,Millions of cubic metres per year,
2014,South Island,Total South Island,Discharge by hydrogeneration,108539,number,Millions of cubic metres per year,
2015,South Island,Total South Island,Discharge by hydrogeneration,110183,number,Millions of cubic metres per year,
2016,South Island,Total South Island,Discharge by hydrogeneration,107584,number,Millions of cubic metres per year,
2017,South Island,Total South Island,Discharge by hydrogeneration,107059,number,Millions of cubic metres per year,
2018,South Island,Total South Island,Discharge by hydrogeneration,99319,number,Millions of cubic metres per year,
2019,South Island,Total South Island,Discharge by hydrogeneration,112657,number,Millions of cubic metres per year,
1995,Northland,Northland Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1995,Auckland,Auckland Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1995,Waikato,Waikato Region,Abstraction by hydrogeneration,-68180,number,Millions of cubic metres per year,
1995,Bay of Plenty,Bay of Plenty Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1995,Gisborne,Gisborne Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1995,Hawke's Bay,Hawke's Bay Region,Abstraction by hydrogeneration,-1458,number,Millions of cubic metres per year,
1995,Taranaki,Taranaki Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1995,Manawatū-Whanganui,Manawatu-Wanganui Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1995,Wellington,Wellington Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1995,West Coast,West Coast Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1995,Canterbury,Canterbury Region,Abstraction by hydrogeneration,-66396,number,Millions of cubic metres per year,
1995,Otago,Otago Region,Abstraction by hydrogeneration,-35813,number,Millions of cubic metres per year,
1995,Southland,Southland Region,Abstraction by hydrogeneration,-13456,number,Millions of cubic metres per year,
1995,Tasman,Tasman Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1995,Nelson,Nelson Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1995,Marlborough,Marlborough Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1996,Northland,Northland Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1996,Auckland,Auckland Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1996,Waikato,Waikato Region,Abstraction by hydrogeneration,-70168,number,Millions of cubic metres per year,
1996,Bay of Plenty,Bay of Plenty Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1996,Gisborne,Gisborne Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1996,Hawke's Bay,Hawke's Bay Region,Abstraction by hydrogeneration,-1845,number,Millions of cubic metres per year,
1996,Taranaki,Taranaki Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1996,Manawatū-Whanganui,Manawatu-Wanganui Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1996,Wellington,Wellington Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1996,West Coast,West Coast Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1996,Canterbury,Canterbury Region,Abstraction by hydrogeneration,-66775,number,Millions of cubic metres per year,
1996,Otago,Otago Region,Abstraction by hydrogeneration,-37206,number,Millions of cubic metres per year,
1996,Southland,Southland Region,Abstraction by hydrogeneration,-12725,number,Millions of cubic metres per year,
1996,Tasman,Tasman Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1996,Nelson,Nelson Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1996,Marlborough,Marlborough Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1997,Northland,Northland Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1997,Auckland,Auckland Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1997,Waikato,Waikato Region,Abstraction by hydrogeneration,-62652,number,Millions of cubic metres per year,
1997,Bay of Plenty,Bay of Plenty Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1997,Gisborne,Gisborne Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1997,Hawke's Bay,Hawke's Bay Region,Abstraction by hydrogeneration,-1229,number,Millions of cubic metres per year,
1997,Taranaki,Taranaki Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1997,Manawatū-Whanganui,Manawatu-Wanganui Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1997,Wellington,Wellington Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1997,West Coast,West Coast Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1997,Canterbury,Canterbury Region,Abstraction by hydrogeneration,-61996,number,Millions of cubic metres per year,
1997,Otago,Otago Region,Abstraction by hydrogeneration,-26807,number,Millions of cubic metres per year,
1997,Southland,Southland Region,Abstraction by hydrogeneration,-11136,number,Millions of cubic metres per year,
1997,Tasman,Tasman Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1997,Nelson,Nelson Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1997,Marlborough,Marlborough Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1998,Northland,Northland Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1998,Auckland,Auckland Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1998,Waikato,Waikato Region,Abstraction by hydrogeneration,-52446,number,Millions of cubic metres per year,
1998,Bay of Plenty,Bay of Plenty Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1998,Gisborne,Gisborne Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1998,Hawke's Bay,Hawke's Bay Region,Abstraction by hydrogeneration,-1380,number,Millions of cubic metres per year,
1998,Taranaki,Taranaki Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1998,Manawatū-Whanganui,Manawatu-Wanganui Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1998,Wellington,Wellington Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1998,West Coast,West Coast Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1998,Canterbury,Canterbury Region,Abstraction by hydrogeneration,-62409,number,Millions of cubic metres per year,
1998,Otago,Otago Region,Abstraction by hydrogeneration,-34068,number,Millions of cubic metres per year,
1998,Southland,Southland Region,Abstraction by hydrogeneration,-13851,number,Millions of cubic metres per year,
1998,Tasman,Tasman Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1998,Nelson,Nelson Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1998,Marlborough,Marlborough Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1999,Northland,Northland Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1999,Auckland,Auckland Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1999,Waikato,Waikato Region,Abstraction by hydrogeneration,-62947,number,Millions of cubic metres per year,
1999,Bay of Plenty,Bay of Plenty Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1999,Gisborne,Gisborne Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1999,Hawke's Bay,Hawke's Bay Region,Abstraction by hydrogeneration,-1086,number,Millions of cubic metres per year,
1999,Taranaki,Taranaki Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1999,Manawatū-Whanganui,Manawatu-Wanganui Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1999,Wellington,Wellington Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1999,West Coast,West Coast Region,Abstraction by hydrogeneration,-25,number,Millions of cubic metres per year,
1999,Canterbury,Canterbury Region,Abstraction by hydrogeneration,-63518,number,Millions of cubic metres per year,
1999,Otago,Otago Region,Abstraction by hydrogeneration,-26414,number,Millions of cubic metres per year,
1999,Southland,Southland Region,Abstraction by hydrogeneration,-11807,number,Millions of cubic metres per year,
1999,Tasman,Tasman Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1999,Nelson,Nelson Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
1999,Marlborough,Marlborough Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2000,Northland,Northland Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2000,Auckland,Auckland Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2000,Waikato,Waikato Region,Abstraction by hydrogeneration,-52269,number,Millions of cubic metres per year,
2000,Bay of Plenty,Bay of Plenty Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2000,Gisborne,Gisborne Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2000,Hawke's Bay,Hawke's Bay Region,Abstraction by hydrogeneration,-831,number,Millions of cubic metres per year,
2000,Taranaki,Taranaki Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2000,Manawatū-Whanganui,Manawatu-Wanganui Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2000,Wellington,Wellington Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2000,West Coast,West Coast Region,Abstraction by hydrogeneration,-354,number,Millions of cubic metres per year,
2000,Canterbury,Canterbury Region,Abstraction by hydrogeneration,-61774,number,Millions of cubic metres per year,
2000,Otago,Otago Region,Abstraction by hydrogeneration,-26580,number,Millions of cubic metres per year,
2000,Southland,Southland Region,Abstraction by hydrogeneration,-10781,number,Millions of cubic metres per year,
2000,Tasman,Tasman Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2000,Nelson,Nelson Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2000,Marlborough,Marlborough Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2001,Northland,Northland Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2001,Auckland,Auckland Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2001,Waikato,Waikato Region,Abstraction by hydrogeneration,-54813,number,Millions of cubic metres per year,
2001,Bay of Plenty,Bay of Plenty Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2001,Gisborne,Gisborne Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2001,Hawke's Bay,Hawke's Bay Region,Abstraction by hydrogeneration,-823,number,Millions of cubic metres per year,
2001,Taranaki,Taranaki Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
