Date(NZST),WindDir(DegT),Speed(m/s),WindDir StdDev,WindSpd StdDev
20210211,309,1.2,60,0.5
20210212,113,1.7,16,0.6
20210213,319,0.7,64,0.4
20210214,286,0.8,77,0.4
20210215,322,0.8,17,0.5
20210216,145,1,55,0.7
20210217,48,0.6,47,0.4
20210218,124,1.9,18,0.5
20210219,116,1.7,13,0.5
20210220,123,2.7,16,0.8
20210221,98,2.1,21,1
20210222,342,0.3,21,0.3
20210223,326,0.6,41,0.4
20210224,10,3.2,32,1.4
20210225,226,0.4,22,0.3
20210226,182,0.2,4,0.2
20210227,267,0.7,26,0.4
20210228,307,0.7,39,0.5
20210301,47,0.8,46,0.5
20210302,106,1.5,13,0.4
20210303,49,3.6,22,1.2
20210304,126,0.8,43,0.6
20210305,353,0.6,32,0.3
20210306,30,0.5,25,0.4
20210307,108,1.8,14,0.5
20210308,310,0.5,15,0.3
20210309,261,0.5,27,0.5
20210310,6,2.1,32,0.9
20210311,121,1.9,15,0.5
20210312,141,0.8,11,0.5
20210313,134,2.5,18,1
20210314,114,1.4,13,0.4
20210315,345,0.9,26,0.4
20210316,189,3,19,0.9
20210317,2,0.7,32,0.5
20210318,156,0.8,71,0.5
20210319,205,0.9,77,0.5
20210320,103,1.7,17,0.5
20210321,135,2.4,23,0.6
20210322,106,2,20,0.7
20210323,192,0.5,31,0.3
20210324,112,2.3,16,0.5
20210325,231,0.3,33,0.3
20210326,358,0.8,73,0.4
20210327,42,0.9,75,0.5
20210328,41,3.7,25,1.4
20210329,290,1,14,0.4
20210330,113,2.2,14,0.6
20210331,323,0.5,27,0.4
20210401,132,0.9,55,0.4
20210402,344,0.6,71,0.4
20210403,123,1.5,46,0.7
20210404,340,1,34,0.4
20210405,254,0.6,61,0.4
20210406,124,0.7,51,0.4
20210407,120,1.7,12,0.8
20210408,109,2,14,0.6
20210409,274,0.7,79,0.6
20210410,86,0.7,24,0.5
20210411,328,0.9,27,0.4
20210412,110,1.1,51,0.6
20210413,32,1.9,38,0.9
20210414,330,0.8,88,0.5
20210415,263,0.6,40,0.5
20210416,101,0.9,28,0.6
20210417,131,1.5,29,0.5
20210418,317,1,23,0.3
20210419,29,0.6,45,0.4
20210420,298,0.9,27,0.3
20210421,124,0.9,50,0.5
20210422,326,0.6,24,0.4
20210423,130,1.7,42,0.8
20210424,51,0.6,61,0.3
20210425,4,0.7,38,0.4
20210426,12,0.9,39,0.5
20210427,239,0.8,48,0.4
20210428,343,0.8,43,0.4
20210429,358,0.4,54,0.3
20210430,290,0.3,15,0.3
20210501,101,2,17,0.7
20210502,269,0.6,26,0.3
20210503,119,0.5,5,0.3
20210504,54,0.4,67,0.3
20210505,134,0.8,35,0.4
20210506,132,1.4,19,0.7
20210507,112,1.1,8,0.4
20210508,290,0.5,8,0.3
20210509,34,2.4,29,1
20210510,125,0.6,10,0.4
20210511,38,3.9,26,1.4
20210512,207,2.5,22,1.1
20210513,324,0.5,21,0.3
20210514,59,0.8,65,0.5
20210515,219,0.6,82,0.4
20210516,339,0.6,82,0.4
20210517,231,0.7,25,0.3
20210518,188,2.6,46,1.6
20210519,265,0.6,9,0.4
20210520,40,0.6,73,0.4
20210521,50,0.4,68,0.3
20210522,120,1.4,15,0.4
20210523,112,1.8,12,0.4
20210524,294,0.4,4,0.3
20210525,120,0.8,58,0.5
20210526,331,0.3,0,0.2
20210527,278,0.3,0,0.3
20210528,41,2.3,23,0.8
20210529,209,1.3,22,0.5
20210530,162,0.9,57,0.4
20210531,135,1.4,37,0.6
20210601,189,0.6,79,0.4
20210602,296,0.4,24,0.3
20210603,342,0.4,33,0.3
20210604,334,0.7,13,0.4
20210605,298,1.1,72,1.1
20210606,63,1.5,23,0.5
20210607,140,0.8,22,0.4
20210608,110,1.9,13,0.5
20210609,18,0.3,17,0.3
20210610,323,0.6,44,0.5
20210611,98,0.6,64,0.5
20210612,168,0.4,71,0.3
20210613,120,0.7,50,0.4
20210614,353,1.6,35,0.9
20210615,167,0.8,70,0.5
20210616,59,0.5,18,0.4
20210617,208,0.4,20,0.3
20210618,88,0.4,43,0.3
20210619,90,0.2,26,0.3
20210620,297,0.2,0,0.3
20210621,205,3.5,18,1.1
20210622,308,0.3,0,0.3
20210623,319,0.5,11,0.4
20210624,142,1,37,0.6
20210625,338,1.5,57,0.8
20210626,38,4.6,23,1.6
20210627,84,1.2,42,0.5
20210628,178,2.2,36,1.2
20210629,108,0.7,68,0.8
20210630,322,0.5,31,0.3
20210701,335,0.6,26,0.3
20210702,353,0.4,51,0.3
20210703,331,0.7,0,0.3
20210704,35,0.7,16,0.7
20210705,350,0.8,44,0.4
20210706,112,0.6,57,0.4
20210707,125,0.9,46,0.5
20210708,354,0.3,27,0.3
20210709,340,0.4,44,0.5
20210710,319,0.7,24,0.5
20210711,233,0.6,0,0.4
20210712,348,0.5,20,0.4
20210713,10,0.9,21,0.4
20210714,360,0.4,16,0.3
20210715,145,0.9,42,0.6
20210716,31,4.6,28,1.8
20210717,50,2.7,42,1.8
20210718,152,0.5,68,0.5
20210719,78,1.2,79,0.5
20210720,325,0.7,8,0.4
20210721,75,0.6,60,0.4
20210722,57,2.4,26,1.1
20210723,114,2.6,13,0.5
20210724,115,3,13,0.6
20210725,129,0.6,69,0.3
20210726,70,1.4,37,0.6
20210727,305,0.8,72,0.4
20210728,3,0.6,36,0.3
20210729,85,1.7,25,0.6
20210730,98,1.5,32,0.7
20210731,92,0.8,50,0.5
20210801,112,1.1,9,0.4
20210802,91,0.6,38,0.4
20210803,197,2.2,15,0.6
20210804,332,0.7,37,0.4
20210805,341,0.9,44,0.6
20210806,143,0.9,28,0.5
20210807,319,0.9,90,0.5
20210808,109,2,14,0.7
20210809,136,1.8,23,0.4
20210810,0,0,0,0
20210811,318,0.4,5,0.4
20210812,322,0.6,8,0.3
20210813,223,0.7,80,0.5
20210814,324,1.1,86,0.5
20210815,336,0.9,18,0.4
20210816,125,0.8,54,0.4
20210817,32,0.9,63,0.6
20210818,129,1.4,19,0.4
20210819,305,0.6,8,0.4
20210820,152,1.1,50,0.5
20210821,326,0.4,13,0.4
20210822,279,0.5,78,0.4
20210823,52,0.4,42,0.3
20210824,221,0.6,69,0.3
20210825,112,0.9,25,0.4
20210826,74,0.7,39,0.4
20210827,307,0.4,30,0.3
20210828,45,3.9,21,1.2
20210829,221,0.5,61,0.3
20210830,126,1.3,36,0.5
20210831,288,0.4,19,0.3
20210901,341,0.5,36,0.3
20210902,301,0.5,47,0.3
20210903,12,0.4,42,0.3
20210904,142,1.2,32,0.4
20210905,185,0.9,71,0.5
20210906,309,1,62,0.6
20210907,35,4.3,25,1.4
20210908,4,0.9,54,0.5
20210909,342,0.6,33,0.5
20210910,29,2.8,36,1.2
20210911,320,1.1,22,0.6
20210912,329,1,20,0.4
20210913,41,5.1,23,1.9
20210914,250,0.6,54,0.3
20210915,316,0.7,62,0.5
20210916,305,0.6,13,0.5
20210917,189,2.1,33,0.7
20210918,310,0.8,27,0.4
20210919,322,1.1,53,0.6
20210920,29,0.5,52,0.3
20210921,24,2.6,29,1
20210922,66,0.7,47,0.4
20210923,145,1,28,0.4
20210924,351,0.4,63,0.3
20210925,54,5.9,18,1.6
20210926,227,1.1,43,0.6
20210927,208,0.9,84,0.4
20210928,71,0.6,26,0.3
20210929,307,0.6,45,0.4
20210930,149,2.6,19,0.8
20211001,219,0.8,54,0.5
20211002,330,0.8,19,0.3
20211003,124,0.8,58,0.4
20211004,291,0.8,40,0.4
20211005,60,1.1,66,0.7
20211006,331,0.7,71,0.5
20211007,49,2.8,25,1
20211008,151,0.8,64,0.4
20211009,3,0.4,11,0.2
20211010,103,1.4,17,0.4
20211011,309,1.1,24,0.4
20211012,94,1.4,17,0.6
20211013,301,0.9,17,0.5
20211014,280,0.6,49,0.4
20211015,292,0.8,27,0.3
20211016,104,1.5,20,0.6
20211017,37,5.1,25,1.7
20211018,40,3.5,21,1.2
20211019,293,1,37,0.3
20211020,153,2.1,18,0.6
20211021,131,1.3,20,0.4
20211022,345,0.6,27,0.4
20211023,291,0.8,17,0.4
20211024,6,1.6,31,0.6
20211025,57,1,79,0.6
20211026,324,0.8,26,0.4
20211027,357,1.1,34,0.5
20211028,319,1.5,25,0.5
20211029,14,1.2,37,0.5
20211030,354,1.5,23,0.5
20211031,126,1.2,70,0.5
20211101,322,1.1,33,0.4
20211102,226,1.7,26,0.7
20211103,130,1.9,80,1.2
20211104,312,1.2,44,0.5
20211105,309,0.8,37,0.3
20211106,104,1.2,51,0.5
20211107,33,0.8,78,0.4
20211108,182,0.9,68,0.4
20211109,128,1.5,36,0.5
20211110,342,0.9,54,0.5
20211111,324,0.9,22,0.4
20211112,33,3,28,1.2
20211113,47,1.3,45,0.9
20211114,6,2.1,29,0.9
20211115,342,1.4,39,0.7
20211116,51,2.7,30,1
20211117,256,0.6,94,0.4
20211118,284,0.7,54,0.4
20211119,327,1.8,20,0.7
20211120,30,0.8,58,0.4
20211121,103,1.2,26,0.9
20211122,326,0.7,43,0.5
20211123,225,1,48,0.4
20211124,216,1,23,0.4
20211125,289,1,69,0.4
20211126,342,1.3,34,0.5
20211127,30,2.7,29,1.1
20211128,309,2,45,0.8
20211129,24,0.9,63,0.7
20211130,238,1.1,17,0.4
20211201,346,1.1,72,0.4
20211202,327,1.1,28,0.4
20211203,347,1.2,41,0.5
20211204,8,0.8,45,0.3
20211205,40,3.6,26,1.3
20211206,221,1,33,0.7
20211207,306,0.9,77,0.4
20211208,72,0.8,89,0.4
20211209,282,0.6,47,0.4
20211210,16,0.9,91,0.4
20211211,42,2.8,22,1.1
20211212,216,1.5,22,0.6
20211213,27,1.5,40,0.8
20211214,113,1.1,22,0.4
20211215,204,3.7,24,1.4
20211216,358,1.6,69,0.5
20211217,256,1.2,44,0.9
20211218,303,0.8,39,0.4
20211219,113,1.5,34,0.6
20211220,331,1.4,86,0.8
20211221,295,1.2,40,0.4
20211222,247,0.9,27,0.3
20211223,344,1.3,44,0.5
20211224,187,1.8,38,0.8
20211225,322,1,47,0.5
20211226,3,1.3,31,0.6
20211227,13,0.9,70,0.5
20211228,130,0.6,64,0.2
20211229,9,0.8,74,0.4
20211230,267,0.6,40,0.3
20211231,51,0.8,89,0.5
20220101,311,0.6,33,0.4
20220102,319,0.9,22,0.3
20220103,315,1,35,0.4
20220104,95,0.9,85,0.6
20220105,170,1.3,99,0.4
20220106,252,1.2,34,0.4
20220107,112,2.4,23,0.8
20220108,117,1.7,14,0.4
20220109,304,0.8,34,0.3
20220110,305,0.8,79,0.3
20220111,312,1.1,48,0.4
20220112,200,1.6,36,0.6
20220113,286,1,69,0.4
20220114,358,0.9,50,0.4
20220115,85,1.5,54,0.8
20220116,348,0.7,43,0.5
20220117,138,2.4,19,0.6
20220118,298,0.5,53,0.2
20220119,255,0.7,41,0.2
20220120,165,0.9,52,0.6
20220121,349,1.2,24,0.4
20220122,78,0.5,58,0.3
20220123,109,1.9,24,0.5
20220124,106,1,41,0.4
20220125,122,1.4,56,0.6
20220126,316,0.9,90,0.6
20220127,86,0.7,83,0.4
20220128,119,1.9,14,0.5
20220129,105,0.9,32,0.4
20220130,325,0.7,27,0.4
20220131,19,0.6,67,0.3
20220201,352,0.8,45,0.4
20220202,28,2.5,29,1
20220203,27,3.2,30,1.3
20220204,37,3.7,28,1.4
20220205,215,2.2,20,0.8
20220206,202,1.7,18,0.6
20220207,135,1,51,0.6
20220208,95,1.4,89,0.5
20220209,25,1.1,68,0.5
20220210,234,0.8,31,0.5
20220211,140,1.9,16,0.6
20220212,120,1,18,0.4
20220213,186,3.2,20,1
20220214,338,0.9,66,0.6
20220215,315,0.5,25,0.2
20220216,91,0.5,80,0.3
20220217,276,0.6,62,0.3
20220218,20,1,81,0.5
20220219,19,2,33,0.8
20220220,111,1.7,20,0.6
20220221,337,0.9,19,0.4
20220222,338,0.8,22,0.3
20220223,209,1.1,51,0.6
20220224,110,0.7,74,0.4
20220225,300,0.5,19,0.2
20220226,179,0.6,49,0.3
20220227,199,1,37,0.4
20220228,126,2.1,18,0.7
20220301,183,0.5,12,0.3
20220302,116,2.3,15,0.6
20220303,110,1.5,18,0.6
20220304,146,1.4,49,0.7
20220305,272,0.4,18,0.3
20220306,49,0.4,82,0.2
20220307,133,1.2,32,0.6
20220308,8,0.4,52,0.3
20220309,296,0.4,30,0.2
20220310,302,0.4,22,0.2
20220311,241,0.7,64,0.3
20220312,165,0.3,43,0.3
20220313,125,1.3,63,0.6
20220314,17,0.6,41,0.3
20220315,112,1.6,18,0.6
20220316,20,0.4,70,0.3
20220317,283,0.6,48,0.3
20220318,121,1.9,15,0.6
20220319,358,0.8,51,0.4
20220320,46,0.6,68,0.4
20220321,129,1.2,34,0.5
20220322,246,0.8,55,0.5
20220323,16,0.8,75,0.5
20220324,132,1.2,28,0.6
20220325,135,2,20,0.5
20220326,228,0.7,53,0.4
20220327,39,0.4,63,0.3
20220328,116,2.9,13,0.6
20220329,124,1.4,27,0.8
20220330,121,0.6,57,0.4
20220331,129,2,19,0.6
20220401,114,0.6,13,0.4
20220402,312,0.6,46,0.4
20220403,120,0.8,67,0.6
20220404,273,0.4,76,0.2
20220405,330,0.9,22,0.4
20220406,303,0.7,45,0.4
20220407,134,2.1,26,0.9
20220408,306,0.8,36,0.3
20220409,351,0.6,20,0.4
20220410,326,0.8,19,0.6
20220411,311,1,17,0.4
20220412,296,1.1,79,0.8
20220413,99,0.8,26,0.5
20220414,7,0.4,45,0.3
20220415,314,1.2,31,0.4
20220416,318,0.5,22,0.3
20220417,90,1.2,57,0.6
20220418,305,0.3,41,0.3
20220419,3,0.7,57,0.4
20220420,104,1.1,16,0.4
20220421,33,5.6,25,1.8
20220422,215,1.8,33,0.8
20220423,356,1.6,19,0.5
20220424,297,0.6,46,0.4
20220425,84,1.2,59,0.8
20220426,116,2,15,0.5
20220427,98,0.5,49,0.4
20220428,339,0.6,40,0.4
20220429,337,1,19,0.4
20220430,117,1.4,12,0.4
20220501,298,0.6,64,0.4
20220502,96,0.6,50,0.4
20220503,108,1.2,14,0.4
20220504,125,2,12,0.5
20220505,123,1.9,14,0.5
20220506,54,0.7,64,0.4
20220507,100,0.2,18,0.2
20220508,23,0.6,69,0.5
20220509,133,0.9,16,0.5
20220510,118,2.5,16,0.7
20220511,303,0.4,44,0.3
20220512,352,0.7,28,0.3
20220513,336,0.8,49,0.4
20220514,139,0.7,35,0.4
20220515,123,0.9,21,0.3
20220516,211,0.6,16,0.5
20220517,345,0.6,31,0.4
20220518,82,0.8,40,0.3
20220519,26,4.1,29,1.7
20220520,212,2,38,0.8
20220521,357,0.7,65,0.5
20220522,337,1,70,0.5
20220523,291,0.3,0,0.3
20220524,327,0.7,30,0.3
20220525,195,0.6,63,0.4
20220526,127,1.9,19,0.6
20220527,117,2.5,16,0.9
20220528,114,2,12,0.5
20220529,93,1.1,27,0.3
20220530,44,0.4,39,0.4
20220531,193,0.8,61,0.5
20220601,13,4.1,41,1.8
20220602,113,1,22,0.5
20220603,335,1.3,24,0.4
20220604,121,2.7,11,0.7
20220605,73,1.5,49,1.1
20220606,359,1,58,0.4
20220607,121,2.7,21,1
20220608,207,0.8,59,0.5
20220609,21,2.1,86,1.3
20220610,35,3,34,1.4
20220611,146,1.2,95,0.7
20220612,320,1.8,72,1.1
20220613,60,5.4,18,1.5
20220614,319,1.2,95,0.6
20220615,90,0.7,22,0.4
20220616,338,0.5,27,0.3
20220617,354,0.9,24,0.3
20220618,6,0.5,75,0.3
20220619,105,1.2,43,0.7
20220620,321,0.6,43,0.4
20220621,49,0.3,64,0.3
20220622,348,0.4,11,0.4
20220623,352,0.4,23,0.2
20220624,345,0.5,27,0.4
20220625,320,0.7,77,0.4
20220626,185,0.6,80,0.3
20220627,196,0.4,59,0.3
20220628,158,1.4,20,0.6
20220629,184,0.6,29,0.4
20220630,334,0.8,21,0.4
20220701,53,0.6,75,0.4
20220702,313,0.6,14,0.3
20220703,274,0.6,26,0.3
20220704,40,1,34,0.5
20220705,28,0.6,73,0.4
20220706,318,1,75,0.6
20220707,123,2.8,15,0.6
20220708,87,1.1,27,0.5
20220709,30,3,29,1.2
20220710,181,1.5,34,0.8
20220711,51,0.5,67,0.4
20220712,194,3.4,19,1
20220713,13,0.6,66,0.4
20220714,267,0.7,73,0.3
20220715,33,0.8,39,0.4
20220716,119,1.9,11,0.4
20220717,353,0.8,19,0.4
20220718,50,5.6,19,1.6
20220719,46,5.5,21,1.8
20220720,188,1.1,66,0.5
20220721,138,1.3,35,0.5
20220722,6,0.2,26,0.3
20220723,81,0.1,11,0.2
20220724,136,0.4,14,0.5
20220725,276,0.3,45,0.3
20220726,180,1.2,21,0.7
20220727,124,0.1,0,0.2
20220728,88,0.3,17,0.4
20220729,121,0.8,74,0.5
20220730,118,1.4,15,0.5
20220731,132,1.6,18,0.9
20220801,346,0.4,42,0.4
20220802,119,0.7,52,0.4
20220803,153,1.7,53,0.8
20220804,46,0.8,52,0.5
20220805,104,0.9,87,0.5
20220806,39,5.8,21,1.8
20220807,90,0.2,22,0.3
20220808,101,0.9,26,0.5
20220809,207,2.6,17,1
20220810,111,1.6,19,0.6
20220811,132,0.5,54,0.4
20220812,324,0.2,6,0.3
20220813,359,0.4,12,0.3
20220814,334,0.5,26,0.3
20220815,354,0.3,39,0.3
20220816,90,0.5,13,0.5
20220817,66,1.8,15,0.5
20220818,55,1.5,22,0.4
20220819,205,0.9,18,0.5
20220820,37,3.1,23,1.1
20220821,328,0.7,75,0.4
20220822,256,0.5,57,0.5
20220823,124,1.6,13,0.6
20220824,64,0.7,46,0.5
20220825,248,0.5,42,0.5
20220826,202,2.2,21,0.9
20220827,317,0.1,22,0.2
20220828,121,1.1,14,0.4
20220829,315,0.1,18,0.2
20220830,314,1.3,16,0.5
20220831,335,0.5,12,0.4
20220901,111,0.3,11,0.4
20220902,92,0.7,57,0.3
20220903,337,0.9,39,0.5
20220904,330,0.8,46,0.5
20220905,276,0.4,38,0.4
20220906,104,1.9,13,0.4
20220907,344,0.6,30,0.4
20220908,126,1.4,24,0.6
20220909,32,0.6,54,0.4
20220910,315,0.6,21,0.4
20220911,304,0.6,18,0.5
20220912,133,1.3,21,0.5
20220913,132,0.7,35,0.5
20220914,138,1.2,41,0.4
20220915,297,0.5,49,0.4
20220916,297,0.3,50,0.3
20220917,244,0.3,37,0.4
20220918,95,1,60,0.6
20220919,95,1.7,29,0.6
20220920,160,1,57,0.6
20220921,216,0.7,22,0.4
20220922,74,0.3,56,0.3
20220923,337,0.4,41,0.4
20220924,344,0.8,24,0.5
20220925,130,1.1,18,0.8
20220926,290,0.5,22,0.5
20220927,330,0.7,14,0.3
20220928,300,0.4,15,0.5
20220929,0,0,0,0
20220930,208,2.8,18,1
20221001,170,0.9,19,0.5
20221002,132,0.7,22,0.5
20221003,220,1.2,21,0.6
20221004,331,0.4,58,0.4
20221005,224,0.7,23,0.7
20221006,146,2.1,44,1.1
20221007,62,0.7,83,0.3
20221008,348,0.2,28,0.2
20221009,282,0.7,84,0.6
20221010,117,2.2,23,0.8
20221011,145,1.1,42,0.5
20221012,91,1.4,40,0.6
20221013,125,1.5,29,0.8
20221014,2,0.5,28,0.3
20221015,329,0.8,18,0.4
20221016,113,1.1,18,0.5
20221017,305,0.6,39,0.5
20221018,330,0.6,38,0.4
20221019,310,1.2,20,0.4
20221020,130,0.8,47,0.5
20221021,195,1.1,50,0.5
20221022,111,1.1,18,0.5
20221023,343,0.5,36,0.4
20221024,71,0.8,69,0.6
20221025,153,1.9,18,0.6
20221026,6,1.1,37,0.8
20221027,325,0.7,20,0.5
20221028,36,4.2,24,1.7
20221029,37,3.8,23,1.3
20221030,9,1.7,42,1.3
20221031,63,0.7,55,0.4
20221101,345,0.2,45,0.3
20221102,43,4.1,24,1.5
20221103,351,1.5,69,0.8
20221104,294,0.8,33,0.6
20221105,249,1,44,0.5
20221106,340,0.3,27,0.3
20221107,280,0.7,55,0.3
20221108,108,2,15,0.5
20221109,208,0.9,96,0.5
20221110,177,2.2,30,0.9
20221111,327,0.9,27,0.5
20221112,352,1.8,75,1.4
20221113,222,1.9,25,0.8
20221114,316,1.1,26,0.4
20221115,322,1,51,0.6
20221116,306,0.7,36,0.4
20221117,297,0.8,38,0.4
20221118,243,0.8,55,0.5
20221119,130,1.9,14,0.5
20221120,226,0.7,50,0.4
20221121,44,2.5,26,1
20221122,275,0.9,70,0.6
20221123,18,1,41,0.5
20221124,353,1.1,78,0.5
20221125,290,1.1,55,0.5
20221126,303,1.1,21,0.5
20221127,100,1.2,19,0.4
20221128,331,1.2,29,0.5
20221129,53,1.3,63,0.8
20221130,26,3.1,25,1.1
20221201,300,0.7,46,0.3
20221202,265,1,36,0.4
20221203,316,1,43,0.4
20221204,260,0.8,78,0.5
20221205,226,1.1,22,0.5
20221206,238,1,46,0.4
20221207,218,2.2,21,0.7
20221208,10,1.2,38,0.5
20221209,30,1.3,30,0.6
20221210,147,0.7,65,0.5
20221211,119,1.7,21,0.5
20221212,17,1.2,64,0.8
20221213,345,0.9,57,0.5
20221214,227,1.1,56,0.6
20221215,298,0.6,16,0.4
20221216,2,1.1,41,0.6
20221217,343,1,77,0.6
20221218,331,0.9,47,0.6
20221219,297,0.6,52,0.3
20221220,293,0.8,25,0.4
20221221,202,1.8,25,0.6
20221222,311,0.6,62,0.4
20221223,341,0.8,41,0.6
20221224,294,0.7,40,0.4
20221225,358,1,53,0.5
20221226,114,1.7,20,0.7
20221227,323,0.8,36,0.5
20221228,116,1.6,16,0.5
20221229,337,1,29,0.4
20221230,276,0.7,27,0.4
20221231,196,0.9,84,0.4
20230101,121,1.4,23,0.5
20230102,322,1.4,28,0.5
20230103,57,0.6,46,0.4
20230104,344,1,25,0.4
20230105,15,1.1,27,0.5
20230106,24,1.1,35,0.5
20230107,154,0.3,32,0.3
20230108,199,2.2,20,0.8
20230109,14,0.7,68,0.4
20230110,340,1.1,22,0.5
20230111,288,0.6,31,0.3
20230112,134,1.3,39,0.6
20230113,350,1.4,29,0.6
20230114,336,0.7,43,0.3
20230115,228,0.6,40,0.3
20230116,287,0.5,18,0.3
20230117,120,1.8,23,0.7
20230118,64,1.3,57,0.6
20230119,113,2,15,0.7
20230120,326,0.9,44,0.5
20230121,122,2.6,17,0.6
20230122,207,1.2,29,0.5
20230123,61,0.6,81,0.4
20230124,354,0.7,49,0.3
20230125,340,0.9,69,0.4
20230126,72,1.2,61,0.7
20230127,355,1.2,52,0.6
20230128,193,2.3,27,0.8
20230129,315,1.1,25,0.5
20230130,154,0.4,30,0.4
20230131,233,0.5,41,0.3
20230201,197,0.6,70,0.4
20230202,44,4.4,22,1.4
20230203,112,1.3,41,0.4
20230204,104,1.5,14,0.6
20230205,26,4.4,30,1.7
20230206,221,0.6,71,0.4
20230207,285,0.8,20,0.4
20230208,146,1.1,43,0.6
20230209,159,1,70,0.3
20230210,334,0.5,33,0.3
20230211,359,0.6,48,0.4
20230212,94,0.8,62,0.5
20230213,123,1.5,27,0.6
20230214,213,2.3,24,0.9
20230215,126,2.5,21,1
20230216,132,1.5,21,0.6
20230217,360,0.5,33,0.4
20230218,102,1.5,39,0.8
20230219,320,0.8,47,0.4
20230220,297,0.5,15,0.4
20230221,209,0.6,47,0.3
20230222,325,1,27,0.5
20230223,155,1,37,0.5
20230224,126,1,20,0.4
20230225,81,0.6,34,0.4
20230226,184,0.9,47,0.6
20230227,105,2,40,0.9
20230228,113,2.5,16,0.7
20230301,334,0.3,40,0.3
20230302,331,0.8,25,0.4
20230303,96,1.4,42,0.7
20230304,293,0.6,11,0.4
20230305,267,0.6,64,0.6
20230306,102,1.2,20,0.6
20230307,97,0.9,72,0.6
20230308,347,2.1,32,0.8
20230309,8,1.9,35,0.9
20230310,140,1.1,31,0.4
20230311,295,0.4,34,0.4
20230312,335,0.4,13,0.3
20230313,319,1.4,43,0.6
20230314,356,0.4,50,0.3
20230315,120,0.8,28,0.5
20230316,138,0.3,71,0.4
20230317,350,0.9,39,0.5
20230318,173,2,32,0.9
20230319,121,1.9,19,0.6
20230320,136,0.7,82,0.5
20230321,108,1.3,76,0.6
20230322,118,2.4,28,1.1
20230323,315,0.5,20,0.3
20230324,352,0.6,31,0.3
20230325,35,0.6,62,0.4
20230326,159,3.1,21,1
20230327,146,0.4,70,0.4
20230328,23,1.2,50,0.8
20230329,114,2.2,16,0.7
20230330,138,2.1,19,0.7
20230331,171,0.8,87,0.6
20230401,34,1.3,31,0.5
20230402,341,0.5,73,0.6
20230403,113,2,22,0.7
20230404,324,0.8,25,0.4
20230405,342,0.8,56,0.4
20230406,147,0.7,51,0.4
20230407,75,0.3,48,0.3
20230408,324,0.5,20,0.3
20230409,73,0.5,52,0.4
20230410,118,1.8,21,0.6
20230411,44,3.5,26,1.3
20230412,98,1.3,28,0.6
20230413,213,0.3,27,0.4
20230414,99,0.3,48,0.3
20230415,55,0.4,61,0.4
20230416,6,0.5,44,0.3
20230417,347,0.5,53,0.3
20230418,237,0.8,82,0.5
20230419,211,1.4,23,0.6
20230420,123,1.6,20,0.5
20230421,243,0.3,9,0.3
20230422,116,1.8,20,0.4
20230423,327,0.8,18,0.3
20230424,209,1.6,63,0.9
20230425,321,0.5,46,0.3
20230426,31,0.6,81,0.4
20230427,60,0.5,56,0.3
20230428,117,2,12,0.5
20230429,107,0.8,43,0.4
20230430,63,1,22,0.4
20230501,163,0.6,45,0.4
20230502,35,2.6,27,0.9
20230503,37,4.3,24,1.4
20230504,318,0.3,37,0.3
20230505,117,1.3,30,0.7
20230506,209,0.9,44,0.4
20230507,97,1,34,0.6
20230508,136,0.8,75,0.5
20230509,32,5.1,24,1.7
20230510,177,1.7,41,0.7
20230511,124,1,78,0.5
20230512,1,0.5,17,0.3
20230513,330,0.5,12,0.4
20230514,353,0.6,18,0.2
20230515,97,1.5,31,0.6
20230516,108,1.6,12,0.4
20230517,66,1.1,16,0.4
20230518,119,1.7,12,0.6
20230519,146,0.6,33,0.5
20230520,187,0.9,51,0.6
20230521,313,0.5,74,0.3
20230522,53,0.6,66,0.3
20230523,342,0.6,72,0.4
20230524,139,0.7,28,0.4
20230525,108,0.8,17,0.4
20230526,90,0.9,75,0.4
20230527,335,1.1,26,0.5
20230528,96,1.3,39,0.7
20230529,125,0.9,82,0.6
20230530,4,0.7,94,0.4
20230531,358,0.3,32,0.3
20230601,127,1.1,80,0.5
20230602,137,1.4,71,0.7
20230603,163,0.9,52,0.5
20230604,118,0.9,20,0.5
20230605,125,1.7,15,0.5
20230606,354,0.4,46,0.4
20230607,309,0.2,1,0.2
20230608,356,0.9,17,0.4
20230609,338,0.1,0,0.2
20230610,320,0.2,26,0.2
20230611,353,1,17,0.5
20230612,306,0.2,3,0.2
20230613,342,0.5,8,0.3
20230614,348,0.6,26,0.3
20230615,27,0.8,28,0.3
20230616,81,0.2,0,0.2
20230617,332,0.2,0,0.3
20230618,25,0.2,20,0.2
20230619,210,0.5,55,0.4
20230620,123,1.3,35,0.8
20230621,127,1,38,0.6
20230622,254,0.8,88,0.4
20230623,266,0.9,84,0.5
20230624,330,0.6,58,0.4
20230625,305,0.4,2,0.3
20230626,105,1.3,77,0.8
20230627,233,0.7,15,0.5
20230628,348,0.6,56,0.5
20230629,328,0.3,13,0.3
20230630,327,0.8,35,0.5
20230701,284,0.7,69,0.6
20230702,117,1.2,16,0.4
20230703,23,1,91,0.6
20230704,293,0.4,43,0.3
20230705,120,0.2,0,0.2
20230706,353,0.6,19,0.3
20230707,313,0.7,8,0.3
20230708,188,0.9,19,0.3
20230709,113,1.8,10,0.4
20230710,352,0.9,36,0.4
20230711,347,0.7,16,0.4
20230712,106,0.7,43,0.4
20230713,313,0.8,57,0.5
